bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
894a08                ,   32,   3,  194724,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=2,b=2,disp=8@16:8};w=1                              ", move=3          , @modrm8          ,  24,      1, "mov [edx+8], ecx                      "
8919                  ,   32,   2,  188076,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=3,rm=1,b=1};w=1                                             ", move=3          , @modrm8          ,  16,      1, "mov [ecx], ebx                        "
3bc8                  ,   32,   2,  187954,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=0};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp ecx, eax                          "
83f807                ,   32,   3,  187384,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=reg_direct,mod=3,reg=7,rm=0};imm8=0x7@16:8                                 ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp eax, 7                            "
83f824                ,   32,   3,  187384,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=reg_direct,mod=3,reg=7,rm=0};imm8=0x24@16:8                                ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp eax, 0x24                         "
e99bfdffff            ,   32,   5,  186832,  0,   0,   4,   4,    ,      , jmp_rel    , jmp_rel               , rel=0xfffffd9b@8:32                                                                    , branch=3        , 8 + p.osz*8      ,  40,      1, jmp 0xFFFFFDA0
e912ffffff            ,   32,   5,  186832,  0,   0,   4,   4,    ,      , jmp_rel    , jmp_rel               , rel=0xffffff12@8:32                                                                    , branch=3        , 8 + p.osz*8      ,  40,      1, jmp 0xFFFFFF17
8bf8                  ,   32,   2,  186536,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=7,rm=0}                                               ", move=1          , @modrm8          ,  16,      1, "mov edi, eax                          "
ff4dec                ,   32,   3,  176451,  0,   0,   4,   4,    ,      , dec_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , dec dword [ebp-0x14]
ff4df0                ,   32,   3,  176451,  0,   0,   4,   4,    ,      , dec_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , dec dword [ebp-0x10]
81fe00010000          ,   32,   6,  174118,  0,   0,   4,   4,    ,      , cmp_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "cmp esi, 0x100                        "
6683e902              ,   32,   4,  171391,  8,   1,   2,   4,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub cx, 2                             "
6683e908              ,   32,   4,  171391,  8,   1,   2,   4,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub cx, 8                             "
83c230                ,   32,   3,  170493,  0,   0,   4,   4,    ,      , add_mis    , add_mis               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=2};imm8=0x30@16:8                                ", alu=3           , @modrm8 + 8      ,  24,      1, "add edx, 0x30                         "
83c204                ,   32,   3,  170493,  0,   0,   4,   4,    ,      , add_mis    , add_mis               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=2};imm8=0x4@16:8                                 ", alu=3           , @modrm8 + 8      ,  24,      1, "add edx, 4                            "
41                    ,   32,   1,  169132,  0,   0,   4,   4,    ,      , inc_r      , inc_r                 , opreg=1                                                                                , alu=1           , 8                ,   8,      1, inc ecx
8b7d10                ,   32,   3,  167634,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=5,b=5,disp=16@16:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov edi, [ebp+0x10]                   "
8b7d08                ,   32,   3,  167634,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=5,b=5,disp=8@16:8};w=1                              ", move=2          , @modrm8          ,  24,      1, "mov edi, [ebp+8]                      "
33df                  ,   32,   2,  162414,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=3,rm=7};w=1                                           ", alu=5           , @modrm8          ,  16,      1, "xor ebx, edi                          "
66833e00              ,   32,   4,  160714,  8,   1,   2,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base,mod=0,reg=7,rm=6,b=6};imm8=0x0@24:8                                   ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp word [esi], 0                     "
7c24                  ,   32,   2,  160621,  0,   0,   4,   4,    ,      , jshort     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , jl short 0x00000026
7c17                  ,   32,   2,  160621,  0,   0,   4,   4,    ,      , jshort     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , jl short 0x00000019
760a                  ,   32,   2,  159660,  0,   0,   4,   4,    ,      , jshort     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , jbe short 0x0000000C
7607                  ,   32,   2,  159660,  0,   0,   4,   4,    ,      , jshort     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , jbe short 9
83eb04                ,   32,   3,  159636,  0,   0,   4,   4,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ebx, 4                            "
8b02                  ,   32,   2,  159288,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=0,rm=2,b=2};w=1                                             ", move=2          , @modrm8          ,  16,      1, "mov eax, [edx]                        "
64890d00000000        ,   32,   7,  158984,  8,   1,   4,   4, fs ,      , mov_mr     , mov_mr                , "modrm8{kind=abs32,mod=0,reg=1,rm=5,disp=0@24:32};w=1                                   ", move=3          , @modrm8          ,  48,      1, "mov [fs:0], ecx                       "
8d4d02                ,   32,   3,  157188,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=2@16:8}                                  ", move=5          , @modrm8          ,  24,      1, "lea ecx, [ebp+2]                      "
8d4d10                ,   32,   3,  157188,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=16@16:8}                                 ", move=5          , @modrm8          ,  24,      1, "lea ecx, [ebp+0x10]                   "
47                    ,   32,   1,  156768,  0,   0,   4,   4,    ,      , inc_r      , inc_r                 , opreg=7                                                                                , alu=1           , 8                ,   8,      1, inc edi
e2ed                  ,   16,   2,  152126,  0,   0,   2,   2,    ,      , loop       , loop                  , rel8=0xed@8:8                                                                          , branch=5        , 8 + 8            ,  16,      1, loop 0xFFEF
e2ef                  ,   16,   2,  152126,  0,   0,   2,   2,    ,      , loop       , loop                  , rel8=0xef@8:8                                                                          , branch=5        , 8 + 8            ,  16,      1, loop 0xFFF1
33ff                  ,   32,   2,  151208,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=7};w=1                                           ", alu=5           , @modrm8          ,  16,      1, "xor edi, edi                          "
0f829e000000          ,   32,   6,  148789,  0,   0,   4,   4,    ,      , jnear      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , jb near 0x000000A4
0f82f6feffff          ,   32,   6,  148789,  0,   0,   4,   4,    ,      , jnear      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , jb near 0xFFFFFEFC
b9feffffff            ,   32,   5,  146379,  0,   0,   4,   4,    ,      , mov_riv    , mov_riv               , opreg=1;immz=0xfffffffe@8:32                                                           , load_imm=2      , 8 + p.osz*8      ,  40,      1, "mov ecx, 0xFFFFFFFE                   "
