bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
8bc8                    ,   32,   2,   499198,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=1,rm=0}                                                  ", move=1          , @modrm8          ,  16,      1, "mov ecx, eax                            "
8e1e1205                ,   16,   4,   495998,  0,   0,   2,   2,    ,      , mov_sregm  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov ds, [0x512]                         "
ff75f0                  ,   32,   3,   491229,  0,   0,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=base_d8,mod=1,reg=6,rm=5,b=5,disp=-16@16:8}                                   ", stack=3         , @modrm8          ,  24,      1, push dword [ebp-0x10]
ff75f4                  ,   32,   3,   491229,  0,   0,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=base_d8,mod=1,reg=6,rm=5,b=5,disp=-12@16:8}                                   ", stack=3         , @modrm8          ,  24,      1, push dword [ebp-0xC]
8b4c2404                ,   32,   4,   486591,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=4,s=0,disp=4@24:8};w=1                              ", move=2          , @modrm8          ,  32,      1, "mov ecx, [esp+4]                        "
8b4c2414                ,   32,   4,   486591,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=4,s=0,disp=20@24:8};w=1                             ", move=2          , @modrm8          ,  32,      1, "mov ecx, [esp+0x14]                     "
f9                      ,   32,   1,   481766,  0,   0,   4,   4,    ,      , stc        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , stc
41                      ,   32,   1,   474124,  0,   0,   4,   4,    ,      , inc_r      , inc_r                 , opreg=1                                                                                   , alu=1           , 8                ,   8,      1, inc ecx
0f829e000000            ,   32,   6,   467855,  0,   0,   4,   4,    ,      , jnear      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , jb near 0x000000A4
0f82b8000000            ,   32,   6,   467855,  0,   0,   4,   4,    ,      , jnear      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , jb near 0x000000BE
3b45f0                  ,   32,   3,   462779,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=-16@16:8};w=1                               ", alu=4           , @modrm8          ,  24,      1, "cmp eax, [ebp-0x10]                     "
3b4508                  ,   32,   3,   462779,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=8@16:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp eax, [ebp+8]                        "
56                      ,   16,   1,   461588,  0,   0,   2,   2,    ,      , push_r     , push_r                , opreg=6                                                                                   , stack=1         , 8                ,   8,      1, push si
a1000b0f00              ,   32,   5,   459125,  0,   0,   4,   4,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0xf0b00@8:32;w=1                                                                    , move=6          , 8 + p.asz*8      ,  40,      1, "mov eax, [0xF0B00]                      "
a150850f00              ,   32,   5,   459125,  0,   0,   4,   4,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0xf8550@8:32;w=1                                                                    , move=6          , 8 + p.asz*8      ,  40,      1, "mov eax, [0xF8550]                      "
57                      ,   16,   1,   453138,  0,   0,   2,   2,    ,      , push_r     , push_r                , opreg=7                                                                                   , stack=1         , 8                ,   8,      1, push di
83c140                  ,   16,   3,   450388,  0,   0,   2,   2,    ,      , add_mis    , add_mis               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=1};imm8=0x40@16:8                                   ", alu=3           , @modrm8 + 8      ,  24,      1, "add cx, 0x40                            "
2bd2                    ,   32,   2,   448934,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub edx, edx                            "
3b55fc                  ,   32,   3,   447821,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=5,b=5,disp=-4@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp edx, [ebp-4]                        "
3b55f4                  ,   32,   3,   447821,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=5,b=5,disp=-12@16:8};w=1                               ", alu=4           , @modrm8          ,  24,      1, "cmp edx, [ebp-0xC]                      "
aa                      ,   16,   1,   443558,  0,   0,   2,   2,    ,      , stos       , stos                  , w=0                                                                                       , string=2        , 8                ,   8,      1, stosb
83c010                  ,   32,   3,   442024,  0,   0,   4,   4,    ,      , add_mis    , add_mis               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=0};imm8=0x10@16:8                                   ", alu=3           , @modrm8 + 8      ,  24,      1, "add eax, 0x10                           "
